w1,1898.57,3175.71,0
k1,1905.00,2737.14,0
k2,1822.22,2480.00,0
s1,1832.86,2548.57,0
k3,1690.00,2480.00,0
k4,1690.00,2530.00,0
003,1690.00,2598.89,0
k5,1500.00,2480.00,0
k6,1500.00,2530.00,0
004,1500.00,2598.89,0
k7,1157.78,2480.00,0
k8,1157.78,2530.00,0
005,1157.78,2598.89,0
k9,1017.50,2370.00,0
k10,697.50,2370.00,0
k11,697.50,2207.50,0
k12,575.00,2530.00,0
007d,697.50,2150.00,0
007b,575.00,2583.75,0
k13,1317.50,2262.50,0
k14,1905.00,2255.00,0
k15,1735.00,2262.50,0
k16,1735.00,2207.50,0
k17,1317.50,2207.50,0
k18,1905.00,2207.50,0
k19,2257.50,2255.00,0
k20,2257.50,2207.50,0
k21,2320.00,2300.00,0
k22,2320.00,2255.00,0
k23,2545.00,2257.50,0
k24,2566.67,2258.33,0
k25,2545.00,2300.00,0
k26,2566.67,2204.17,0
k27,2737.50,2258.33,0
k28,2777.50,2258.33,0
k29,2737.50,2204.17,0
k30,2777.50,2300.00,0
009,1317.50,2140.00,0
008,1735.00,2140.00,0
014,1905.00,2140.00,0
015,2257.50,2140.00,0
016a,2566.67,2140.00,0
017,2737.50,2140.00,0
019,2320.00,2370.00,0
018a,2545.00,2370.00,0
018,2777.50,2370.00,0
k35,1905.00,2541.43,0
k36,1832.86,2730.00,0
s11,1840.00,2588.00,1
102,1080.00,2597.78,1
101,1178.67,2504.67,1
103,964.67,2519.33,1
105,1300.00,2142.00,1
106,1550.00,2142.00,1
107,2130.77,2182.31,1
108,2263.85,2182.31,1
109,2600.00,2182.31,1
110,2920.77,2182.31,1
111,3091.54,2182.31,1
112,3241.54,2182.31,1
119,3402.31,2127.69,1
116,2286.15,2364.62,1
115b,2451.54,2364.62,1
115,2613.08,2364.62,1
114,2910.77,2364.62,1
113,3269.23,2374.62,1
120,3520.77,2116.92,1
121,3552.22,2278.46,1
122,3549.23,2450.00,1
123,3723.85,2610.00,1
129,3480.00,3142.31,1
125b,3676.15,3065.38,1
126,3676.15,3271.54,1
125c,3676.15,3453.85,1
127,3552.22,3613.85,1
128,3436.67,3498.46,1
k101,1840.00,2513.00,1
k102,1924.00,2513.00,1
k103,1924.00,2710.00,1
k104,1840.00,2710.00,1
s12,1840.00,2632.00,1
k105,1924.00,2267.33,1
k106,2130.77,2267.33,1
k107,2130.77,2216.67,1
k108,2263.85,2267.33,1
k109,2263.85,2216.67,1
k110,2286.15,2267.33,1
k111,2286.15,2314.62,1
k112,2451.54,2267.33,1
k113,2451.54,2314.62,1
k114,2600.00,2267.33,1
k115,2600.00,2216.67,1
k116,2613.08,2267.33,1
k117,2613.08,2314.62,1
k118,2920.77,2267.33,1
k119,2920.77,2216.67,1
k120,2910.77,2314.62,1
k121,3091.54,2267.33,1
k122,3091.54,2216.67,1
k123,3241.54,2267.33,1
k124,3241.54,2216.67,1
k125,3269.23,2267.33,1
k126,3269.23,2314.62,1
k127,3436.67,2278.46,1
k128,3402.31,2182.31,1
k129,3473.08,2116.92,1
k130,3489.23,2278.46,1
k131,3436.67,2450.00,1
k132,3489.23,2450.00,1
k133,3436.67,2876.15,1
k134,3555.38,2876.15,1
k135,3576.15,2832.31,1
k136,3573.85,2735.38,1
k137,3723.85,2735.38,1
k138,3555.38,3065.38,1
k139,3620.00,3065.38,1
k140,3555.38,3142.31,1
k141,3524.62,3142.31,1
k142,3555.38,3271.54,1
k143,3620.00,3271.54,1
k144,3555.38,3453.85,1
k145,3620.00,3453.85,1
k146,3555.38,3496.15,1
k147,3555.38,3547.69,1
k148,3483.33,3496.15,1
k150,1550.00,2267.33,1
k151,1550.00,2216.67,1
k152,1300.00,2267.33,1
k153,1300.00,2216.67,1
k154,1080.00,2440.67,1
k155,1080.00,2500.00,1
k156,1132.00,2500.00,1
k157,1080.00,2557.33,1
k158,1051.33,2519.33,1
k159,1006.00,2519.33,1
204,1153.33,2438.75,2
205,1141.67,2630.00,2
203,1371.67,2630.00,2
202,1548.33,2630.00,2
200,1652.50,2275.83,2
201,1721.67,2630.00,2
206,960.83,2630.00,2
207,801.67,2630.00,2
208,635.83,2630.00,2
209,390.83,2517.50,2
210,1920.83,2168.33,2
216,2152.73,2168.33,2
218,2285.45,2168.33,2
229,2305.45,2395.45,2
219,2450.00,2168.33,2
220,2620.91,2168.33,2
228,2631.82,2395.45,2
221,2770.91,2168.33,2
227,2770.91,2395.45,2
226,2930.00,2395.45,2
222,2941.82,2168.33,2
223,3110.91,2168.33,2
224,3260.00,2168.33,2
225,3290.00,2395.45,2
s21,1861.67,2619.17,2
k201,1861.67,2533.33,2
k202,1945.00,2533.33,2
k203,1945.00,2725.83,2
k204,1861.67,2725.83,2
s22,1861.67,2646.67,2
k205,1721.67,2517.50,2
k206,1721.67,2565.83,2
k207,1548.33,2517.50,2
k208,1548.33,2565.83,2
k209,1371.67,2517.50,2
k210,1371.67,2565.83,2
k211,1144.17,2517.50,2
k212,1153.33,2485.83,2
k213,1139.17,2562.50,2
k214,960.83,2517.50,2
k215,801.67,2517.50,2
k216,635.83,2517.50,2
k217,469.17,2517.50,2
k218,635.83,2562.50,2
k219,801.67,2562.50,2
k220,960.83,2562.50,2
k221,1793.33,2275.83,2
k222,1712.50,2275.83,2
k223,1947.50,2290.00,2
k224,1920.83,2233.75,2
k225,2150.00,2275.83,2
k226,2150.00,2233.75,2
k227,2285.45,2275.83,2
k228,2305.45,2275.83,2
k229,2285.45,2233.75,2
k230,2305.45,2329.09,2
k231,2450.00,2275.83,2
k232,2450.00,2233.75,2
k233,2620.91,2275.83,2
k234,2631.82,2275.83,2
k235,2631.82,2331.82,2
k236,2620.91,2233.75,2
k237,2770.91,2275.83,2
k238,2770.91,2233.75,2
k239,2770.91,2329.09,2
k240,2930.00,2275.83,2
k241,2930.00,2331.82,2
k242,2941.82,2275.83,2
k243,2941.82,2233.75,2
k244,3110.91,2275.83,2
k245,3110.91,2233.75,2
k246,3260.00,2275.83,2
k247,3260.00,2233.75,2
k248,3290.00,2275.83,2
k249,3290.00,2329.09,2
s31,1854.17,2617.69,3
k301,1854.17,2533.08,3
s32,1854.17,2639.23,3
k302,1933.08,2533.08,3
k303,1933.08,2721.54,3
k304,1854.17,2721.54,3
k305,1820.00,2310.00,3
k306,1750.00,2310.00,3
k307,1750.00,2230.00,3
311,1750.00,2174.62,3
k308,1690.77,2260.77,3
k309,1589.23,2260.77,3
k310,1589.23,2230.00,3
310,1589.23,2174.62,3
k311,1958.46,2279.23,3
k312,2140.77,2279.23,3
k313,2140.77,2230.00,3
312,2140.77,2174.62,3
k314,2274.62,2279.23,3
k315,2274.62,2230.00,3
314,2274.62,2174.62,3
k316,2293.85,2279.23,3
k317,2293.85,2326.92,3
330,2293.85,2396.15,3
k318,2440.77,2279.23,3
k319,2440.77,2230.00,3
316,2440.77,2174.62,3
k320,2460.00,2279.23,3
k321,2460.00,2326.92,3
329,2460.00,2396.15,3
k322,2609.23,2279.23,3
k323,2609.23,2230.00,3
317,2609.23,2174.62,3
k324,2621.54,2279.23,3
k325,2621.54,2326.92,3
328,2621.54,2396.15,3
k326,2760.77,2279.23,3
k327,2760.77,2230.00,3
319,2760.77,2174.62,3
k328,2920.00,2279.23,3
k329,2931.54,2279.23,3
k330,2920.00,2326.92,3
327,2920.00,2396.15,3
k331,2931.54,2230.00,3
320,2931.54,2174.62,3
k332,3100.00,2279.23,3
k333,3100.00,2230.00,3
321a,3100.00,2174.62,3
k334,3250.00,2279.23,3
k335,3250.00,2230.00,3
322,3250.00,2174.62,3
k336,3280.00,2279.23,3
k337,3280.00,2326.92,3
326,3280.00,2396.15,3
s41,1854.55,2626.36,4
s42,1854.55,2655.45,4
k401,1854.55,2542.73,4
k402,1936.36,2542.73,4
k403,1936.36,2736.36,4
k404,1854.55,2736.36,4
k405,1740.00,2340.91,4
k406,1679.09,2340.91,4
412,1630.00,2340.91,4
k407,1710.00,2534.55,4
k408,1710.00,2574.55,4
401,1710.00,2626.36,4
k409,1520.00,2534.55,4
k410,1520.00,2574.55,4
402,1520.00,2626.36,4
k411,1336.36,2534.55,4
k412,1336.36,2574.55,4
403,1336.36,2626.36,4
k413,1128.18,2534.55,4
k414,1105.45,2534.55,4
k415,1128.18,2574.55,4
k416,1105.45,2492.73,4
404,1128.18,2626.36,4
408,1105.45,2452.73,4
k417,907.27,2534.55,4
k418,907.27,2574.55,4
405,907.27,2626.36,4
k419,710.00,2534.55,4
k420,710.00,2574.55,4
406,710.00,2620.91,4
k421,552.73,2534.55,4
k422,552.73,2574.55,4
406a,552.73,2620.91,4
k423,454.55,2534.55,4
407,402.50,2534.55,4
k424,1790.00,2301.67,4
k425,1790.00,2238.18,4
413,1790.00,2181.82,4
s51,1855.83,2630.83,5
k501,1855.83,2544.17,5
k505,1780.83,2305.83,5
k506,1685.00,2305.83,5
508,1619.17,2305.83,5
k507,1938.33,2290.83,5
k508,2283.33,2290.83,5
k509,2297.50,2290.83,5
k510,2283.33,2239.17,5
510,2283.33,2150.83,5
k511,2297.50,2340.83,5
520,2297.50,2396.67,5
k512,2611.67,2290.83,5
k513,2624.17,2290.83,5
k514,2611.67,2239.17,5
511,2611.67,2150.83,5
519a,2624.17,2396.67,5
k515,2624.17,2340.83,5
k516,2803.33,2290.83,5
k517,2803.33,2340.83,5
519b,2803.33,2396.67,5
k518,2932.50,2290.83,5
k519,2954.17,2290.83,5
k520,2954.17,2340.83,5
518,2954.17,2396.67,5
k521,2932.50,2239.17,5
512,2932.50,2150.83,5
k522,3123.33,2290.83,5
k523,3123.33,2239.17,5
513,3123.33,2150.83,5
k524,3444.17,2290.83,5
k525,3444.17,2266.67,5
k526,3507.50,2266.67,5
515,3599.17,2266.67,5
k527,3413.33,2201.67,5
514,3413.33,2150.83,5
k528,3444.17,2435.00,5
k529,3507.50,2435.00,5
516,3599.17,2435.00,5
k530,3444.17,2594.17,5
k531,3507.50,2594.17,5
517,3599.17,2594.17,5
gmini,518.00,171.00,0
#
k1,w1,448.74
k3,k2,132.22
k3,k4,50.0
k4,003,68.89
k5,k3,190.0
k5,k6,50.0
k6,004,68.89
k7,k5,342.22
k7,k8,50.0
k8,005,68.89
k7,k9,178.27
k10,k9,320.0
k11,k10,162.5
k10,k12,201.51
007d,k11,57.5
k12,007b,53.75
k14,k2,239.74
k15,k14,170.17
k16,k15,55.0
k13,k15,417.5
k17,k13,55.0
k7,k13,269.85
k3,k13,431.35
k13,k5,283.92
k7,k15,616.84
k7,k14,780.36
k2,k13,549.59
k2,k15,234.34
k3,k15,222.11
k5,k9,494.88
k5,k15,320.21
k5,k14,463.3
k3,k14,311.21
k13,k9,318.68
k18,k14,47.5
k14,k19,352.5
k19,k20,47.5
k19,k22,62.5
k22,k21,45.0
k24,k23,21.69
k22,k23,225.01
k23,k25,42.5
k24,k26,54.16
k27,k24,170.83
k28,k27,40.0
k29,k27,54.16
k28,k30,41.67
k17,009,67.5
k16,008,67.5
014,k18,67.5
015,k20,67.5
016a,k26,64.17
017,k29,64.17
019,k21,70.0
018a,k25,70.0
k30,018,70.0
k1,k35,194.29
k35,k2,103.08
k35,k14,286.43
k1,k36,72.5
k36,s1,181.43
w1,k36,450.53
s1,s11,10
s11,k101,44.45
k101,k102,74.44
k102,k103,201.12
k103,k104,75.56
k104,s12,78.89
k105,k102,236.66
k105,k106,208.89
k106,k107,53.34
k107,107,62.26
k106,k108,134.44
k108,k109,53.34
k109,108,65.59
k108,k110,24.45
k110,k111,41.11
k110,k112,161.11
k112,k113,41.11
k111,116,68.01
k113,115b,53.89
k112,k114,151.11
k114,k115,48.89
k115,109,64.92
k116,k114,12.22
k117,k116,41.11
k116,k118,301.11
k117,115,61.27
114,k120,47.9
110,k119,66.9
k119,k118,52.97
k118,k120,44.56
k118,k121,176.67
