k121,k122,48.9
k122,111,75.76
k121,k123,148.89
k123,k124,48.89
k124,112,68.89
k123,k125,30.0
k125,k126,41.11
k126,113,60.0
k125,k127,157.78
k125,k128,159.32
k128,k127,92.49
119,k128,65.57
k128,k129,96.67
k129,120,67.99
k127,k130,65.78
k127,k131,178.89
k131,k132,65.55
k132,122,56.27
k131,k133,417.77
k133,k134,150.0
k134,k135,106.66
k135,k136,148.89
k137,k136,105.57
k137,123,72.89
k134,k138,198.89
k138,k139,43.33
k139,125b,63.33
k138,k140,76.67
129,k141,86.67
k141,k140,50.0
k140,k142,124.44
k142,k143,46.66
k143,126,54.45
k142,k144,185.56
k144,k145,46.66
k145,125c,68.89
k144,k146,48.24
k146,k147,56.67
k147,127,45.55
128,k148,77.78
k146,k148,73.33
k130,121,51.11
k150,k151,48.89
k151,106,73.41
k150,k105,371.11
105,k153,75.56
k153,k152,48.89
k152,k150,248.89
k152,k154,265.03
k154,k155,80.0
k155,k156,53.33
k156,101,34.45
k155,k157,56.66
k157,102,67.78
k159,103,67.93
k159,k158,35.55
k158,k155,43.28
k158,k157,51.88
k154,k158,107.94
s12,s21,10
s21,k201,80.0
k201,k202,81.25
k202,k203,193.75
k203,k204,81.25
s22,k204,55.0
k205,k201,145.0
k205,k206,37.5
k206,201,69.03
k207,k208,37.5
k208,202,72.6
k207,k205,171.25
k209,k210,37.5
k210,203,65.19
k209,k207,177.5
k211,k209,227.5
k211,k212,39.47
204,k212,82.5
k211,k213,37.83
k213,205,68.75
209,k217,87.94
k217,k216,170.0
k216,k215,165.0
k215,k214,161.25
k214,k211,183.75
k216,k218,37.5
k218,208,63.95
k215,k219,37.5
k219,207,57.84
k214,k220,37.5
k220,206,66.25
200,k222,70.01
k222,k221,61.25
k221,k205,253.54
k221,k201,263.36
k221,k223,143.75
210,k224,100.2
k224,k223,41.25
k202,k221,300.97
k201,k223,253.27
k202,k223,249.02
k223,k225,231.25
k225,k226,41.25
216,k226,78.84
k225,k227,132.92
k227,k228,20.83
k227,k229,41.25
k228,k230,53.75
218,k229,75.3
229,k230,81.25
k228,k231,144.17
219,k232,72.73
k232,k231,41.25
k233,k234,12.08
k231,k233,170.0
k234,k235,53.75
k235,228,83.75
k233,k236,41.25
220,k236,84.02
k234,k237,140.42
k238,k237,41.25
221,k238,92.41
227,k239,66.41
k237,k239,53.75
k237,k240,159.58
k240,k241,53.75
k242,k240,10.0
222,k243,82.84
k243,k242,41.25
k241,226,63.8
k242,k244,168.75
k244,k245,41.25
223,k245,81.6
k244,k246,150.62
224,k247,76.31
k247,k246,41.25
k246,k248,30.63
k248,k249,53.75
k249,225,71.35
s22,s31,10
s31,k301,81.66
k301,k302,77.5
k302,k303,196.66
k303,k304,77.5
k304,s32,82.5
k306,k305,105.83
k305,k301,215.0
k305,k302,228.54
k307,k306,79.17
311,k307,56.67
k308,k306,91.08
k308,k307,79.88
310,k310,56.67
k310,k309,27.5
k309,k308,85.0
k305,k311,151.34
k311,k302,255.04
k311,k312,136.66
k312,k313,49.17
312,k313,56.67
k312,k314,133.34
k314,k315,49.17
k315,314,56.67
k314,k316,19.16
k316,k317,45.0
k317,330,51.66
k316,k318,146.67
k319,k318,49.17
316,k319,56.67
k318,k320,20.0
k320,k321,45.0
k321,329,51.66
k320,k322,150.0
k323,k322,49.17
317,k323,56.67
k322,k324,10.0
k324,k325,45.0
k325,328,51.66
k324,k326,140.83
k326,k327,49.17
319,k327,56.67
k328,k329,10.0
k326,k328,159.17
k328,k330,45.0
k330,327,51.66
320,k331,56.67
k329,k331,49.17
k329,k332,170.0
k333,k332,49.17
321a,k333,56.67
k332,k334,150.0
k335,k334,50.0
322,k335,55.84
k334,k336,31.67
k336,k337,45.0
k337,326,51.66
s32,s41,10
s41,k401,90.0
k401,k402,80.0
s42,k404,64.17
k402,k403,194.17
k404,k403,80.0
k405,k402,279.31
k405,k401,229.52
412,k406,60.84
k406,k405,53.33
k405,k407,185.86
k407,k401,143.87
k407,k408,41.67
k408,401,46.66
k409,k407,189.17
k409,k410,41.67
k410,402,46.66
k411,k409,181.66
k411,k412,41.67
k412,403,46.66
k413,k415,41.67
k413,k411,210.0
k413,k414,24.17
k416,k414,35.83
k415,404,46.66
k416,408,41.67
k417,k414,197.5
k417,k418,41.67
k418,405,46.66
k419,k417,198.33
k419,k420,41.67
k420,406,46.66
k421,k419,156.67
k421,k422,41.67
k422,406a,46.66
k423,k421,94.47
k423,k422,100.18
407,k423,72.5
k405,k424,71.42
k425,413,60.0
k425,k424,52.5
k424,k401,252.67
k424,k402,283.98
s42,s51,10
s51,k501,82.5
508,k506,58.33
k506,k505,56.67
k505,k501,258.68
k505,k507,263.63
k501,k507,288.85
k509,k508,12.5
k507,k508,275.0
510,k510,56.67
k510,k508,51.67
k509,k511,46.66
k511,520,56.67
k513,k512,11.67
k509,k512,316.67
k514,k512,51.67
511,k514,56.67
k513,k515,46.66
k515,519a,56.67
k516,k513,178.33
k516,k517,46.66
k517,519b,56.67
k516,k518,130.83
k519,k518,19.17
k519,k520,46.66
k520,518,56.67
k521,k518,51.67
512,k521,56.67
k519,k522,170.0
513,k523,56.67
k523,k522,51.67
k522,k524,319.17
k524,k525,29.17
k525,k526,57.5
k526,515,68.33
k525,k527,65.97
k527,514,187.09
k524,k528,140.0
k528,k529,57.5
k529,516,68.33
k528,k530,159.16
k530,k531,57.5
k531,517,68.33
w1,gmini,1610.22
